id,language,title,url,numberOfLessons,notes,rank,monthPublished,extras,systemWhenCreated,systemWhoCreated
97,english,Building Modern Projects with React,https://www.linkedin.com/learning/building-modern-projects-with-react/react-going-from-good-to-great,47,"###INFO
// project: reactscratch
// foray: http://localhost:29900/forays?openItemIds=117&id=117

###sec0,5, basics
0.1;skimmed; to excel in React, learn the React ecosystem such as Redux, Thunk, Reselect
0.2;skimmed
0.3;skimmed; he has npm 6.13.4, I have 6.14.4
0.4;skimmed; `npm run dev` to run examples, four or later, you have to run server: `npm install` and `npm run start`
0.5;skimmed

###sec1, 2, ecosystem
1.1;2020-06-05 06:03:10;https://www.linkedin.com/learning/building-modern-projects-with-react/what-this-course-covers; these tools have a learning curve and make development flow more cumbersome, when seen from MVC perspective then React is the View component, but to load store and manipulate this data that is being displayed, React doesn't give us much guidance, this unopinionatedness of React means that most React projects have huge components with the loading and managing logic, goal: separation of concerns
1.2;2020-06-05 06:08:08;https://www.linkedin.com/learning/building-modern-projects-with-react/meet-the-react-ecosystem-tools; 1. Redux: the most popular add-on in React, it manages state, uses the Flux architecture, 2. Redux Thunk: allows us to separate out the side-effects of our application, e.g. upvoting an article, our components are meant to display our data and that's it, they shouldn't be worried about making network requests, Thunk gives us a place to put this logic outside of your components, 3. Reselect: the purpose of selectors is to abstract away the details of how our data is stored in the state, 4. Styled Components, instead of using CSS files, particularly when the appearance of components depends on the state

###sec2, 11, basic project, ES6
2.1;2020-06-21 08:20:40;https://www.linkedin.com/learning/building-modern-projects-with-react/building-a-react-project-from-scratch ;  creates react WITHOUT help of create-react-app, good to go through once, needed: index.html, support for ES6, webpack, root component, react-hot-loader (see changes immediately)
2.2;2020-06-21 08:27:15; https://www.linkedin.com/learning/building-modern-projects-with-react/the-react-entry-point; basic project and src setup
2.3;2020-06-21 08:41:17; https://www.linkedin.com/learning/building-modern-projects-with-react/supporting-es6 ; need support for ES6 and JSX
2.4;2020-06-21 08:49:58; https://www.linkedin.com/learning/building-modern-projects-with-react/the-index-js-file-and-app-component ; three files in src folder
2.5;2020-06-21 08:57:27; https://www.linkedin.com/learning/building-modern-projects-with-react/building-and-serving-with-webpack; install webpack, the least fun part of the whole process
2.6;2020-06-21 17:56:39; https://www.linkedin.com/learning/building-modern-projects-with-react/hot-reloading-with-react-hot-loader ; loads page immediately after changes
2.7; 2020-07-20 19:44:00 ; https://www.linkedin.com/learning/building-modern-projects-with-react/meet-the-sample-app ; just showed the functionality of the app that we are going to make
2.8;2020-07-20 19:45:45; https://www.linkedin.com/learning/building-modern-projects-with-react/creating-the-todolist-component; made component
2.9;2020-07-20 20:05:31; https://www.linkedin.com/learning/building-modern-projects-with-react/creating-the-todolistitem-component; created todolistitem component
2.10;2020-07-20 20:11:22; https://www.linkedin.com/learning/building-modern-projects-with-react/creating-the-newtodoform-component; with react hook
2.11;2020-07-21 00:58:21; https://www.linkedin.com/learning/building-modern-projects-with-react/putting-the-app-together; finishes so it displays add section, works

##sec3, 12, add Redux
3.1;2020-07-21 12:18:11;https://www.linkedin.com/learning/building-modern-projects-with-react/why-do-you-need-redux; Redux answers the question: What is the best way to manage state in my application?; single state makes you deal with props drilling, passing props through a component that doesn't actually use them; or each component could manage their own state, but then hard to share; global state: in practice a nightmare, inconsistencies in the state, not wanted; Redux takes the global state paradigm and adds strict rules to it so that it is manageable.
3.2;2020-07-21 12:28:02; https://www.linkedin.com/learning/building-modern-projects-with-react/how-does-redux-work ; redux has one, central, global state called ""the store"", a big JSON-object; the problem with global state is controlling the access to it; Redux has state, actions and reducers; a redux action has a type (name) and a payload, e.g. item_added_to_cart, items in cart; reducer: what should happen to the store when a given action occurs; components are only allowed to make changes in state by triggering predefined actions with reducers; The reducer is a pure function that takes the current state and an action, and returns the next state.; UI triggers action, state is updated, components get read-only access to that state
3.3;2020-07-21 12:41:39;https://www.linkedin.com/learning/building-modern-projects-with-react/adding-redux-to-a-react-app; wrap App in Provider
3.4;2020-07-21 19:34:31;https://www.linkedin.com/learning/building-modern-projects-with-react/creating-redux-actions; `src\todos\actions.js`, make action creator
3.5;2020-07-21 19:54:15;https://www.linkedin.com/learning/building-modern-projects-with-react/creating-reducers; made `reducers.js`
3.6;2020-07-21 23:04:11; https://www.linkedin.com/learning/building-modern-projects-with-react/connecting-components-to-the-store ; give components access to the store, many changes
3.7;2020-07-21 23:35:17; https://www.linkedin.com/learning/building-modern-projects-with-react/running-a-react-redux-application; gets the application to run in video, but there are errors, e.g. store is not being created correctly in index.js
3.8;2020-07-21 23:51:43; https://www.linkedin.com/learning/building-modern-projects-with-react/persisting-the-redux-store; on page refresh, redux state is lost; will use redux persist; `npm i redux-persist`

##sec4, 12, add Redux Thunk

##sec5, 5, selectors
// https://www.youtube.com/watch?time_continue=6&v=frT3to2ACC | Selectors in Redux

##sec6, 5, styled components

##sec7, 5, testing",4.99999999,2020-03,"$info=recent and solid, creates react without help of create-react-app;$kind=/react/",2020-05-07 12:47:55,systemUnknown
98,english,MERN Essential Training,https://www.linkedin.com/learning/mern-essential-training/learn-all-about-mern,25,"##sec0, 2, intro

##sec1, 4, setup

##sec2, 3, node, express, babel

##sec3, 7, mongo

##sec4, 8, react with axios

##sec5, 1, conclusion",4.999999999999333,2020-02,$info=solid and recent react course with mongo and express; $kind=/wk/express/node,2020-05-07 13:00:45,systemUnknown
99,english,MERN Stack CRUD Application,https://codingthesmartway.com/the-mern-stack-tutorial-building-a-react-crud-application-from-start-to-finish-part-1/,20,"##sec1, 5, setup project
##sec2, 5, setup backend
##sec3, 5, connect frontend to backend
##sec4, 5, finish",4.8,2018-12,,2020-05-07 13:05:16,systemUnknown
100,english,React: Using TypeScript,https://www.linkedin.com/learning/react-using-typescript/create-web-apps-using-the-react-component-approach-with-typescript,18,"###INFO
//project: reacttypescript

###sec0, 2, intro
0.1;skimmed
0.2;skimmed

###sec1, 2, create-react-app and typescript
1.1;2020-06-26 22:21:33;https://www.linkedin.com/learning/react-using-typescript/initialize-a-react-project;TypeScript is supported in create-react-app version 2.1 and above, I'm installing with 3.4.1 (in package.json, ""react-scripts"": ""3.4.1"")
1.2;2020-06-26 22:37:46;https://www.linkedin.com/learning/react-using-typescript/install-typescript; npm i typescript @types/node @types/react-dom @types/jest

###sec2, 7, typscript basics
2.1;2020-06-26 22:51:28;https://www.linkedin.com/learning/react-using-typescript/introduction-to-typescript-with-react; tsconfig.json added automatically
2.2;2020-06-26 22:54:14;https://www.linkedin.com/learning/react-using-typescript/basic-types ; `The value of {firstValue} is of type {typeof firstValue}.`, array is declared as an object, `Array<string>` got error
2.3;2020-06-26 23:09:44;https://www.linkedin.com/learning/react-using-typescript/other-complex-types; does void, any, enum, tuple
2.4;2020-06-26 23:32:45; https://www.linkedin.com/learning/react-using-typescript/functional-stateless-component-intro ; makes a quick component
2.5;2020-06-26 23:45:10;https://www.linkedin.com/learning/react-using-typescript/functional-stateless-component-syntax ; `const Message = (prop: { status: string }) => {`
2.6;2020-06-26 23:55:30;https://www.linkedin.com/learning/react-using-typescript/class-stateful-component-intro ; classes
2.7;2020-06-27 00:20:24; https://www.linkedin.com/learning/react-using-typescript/class-stateful-component-syntax ; componentDidMount() etc.

###sec3, 3, interfaces
3.1;2020-06-27 01:22:05; https://www.linkedin.com/learning/react-using-typescript/introduction-to-interface ; interfaces only are there to insure typing, can't do interfaces in JavaScript
3.2;2020-06-27 01:27:27; https://www.linkedin.com/learning/react-using-typescript/define-our-state; 
3.3;2020-06-27 01:42:00; https://www.linkedin.com/learning/react-using-typescript/review-best-practices-interfaces ; you can use a question mark for optional {money?: number}

##sec4, 3, high-order components
// A higher-order component (HOC) is the advanced technique in React. js for reusing a component logic. Higher-Order Components are not part of the React API. They are the pattern that emerges from React's compositional nature.
4.1;2020-06-27 01:53:37;https://www.linkedin.com/learning/react-using-typescript/overview-of-higher-order-components-hocs; functions that take a component and return a new one, use them when you have component that are similar but have slight differences, 
//4.2;ddddddd;uuuuuuuuuuuu; abstract, do later
//4.3;ddddddd;uuuuuuuuuuuu;

##sec5, 1, next",4.9192,2019-02,,2020-05-07 13:13:48,systemUnknown
101,english,Building an App with React.js and MeteorJS,https://www.linkedin.com/learning/building-an-app-with-react-js-and-meteorjs/welcome,39,"// check out: https://www.youtube.com/watch?v=pKnr2eKxzBc | Level 2 Meteor + React #1 - Project Setup

##sec0, 4, install meteor and node

##sec1, 4, setup react and meteor

##sec2, 9, build app

##sec3, 11, build app

##sec4, 11, CRUD",4.53,2018-05,,2020-05-07 13:38:02,systemUnknown
102,english,Getting Started with CSS for React Developers,https://www.linkedin.com/learning/getting-started-with-css-for-react-developers/mastering-css-for-react-developers,16,"##sec1, 16, setup and postCSS",4.45,2019-01,,2020-05-07 13:41:45,systemUnknown
103,english,React: Securing Applications,https://www.linkedin.com/learning/react-securing-applications-2/securing-react-applications,19,"##sec0, 2, intro

##sec1, 3, setup flow and eslint

##sec2, 4, threats

##sec3, 7, Auth0

##sec4, 2, strict mode

##sec5, 1, next",4.45,2020-04,,2020-05-07 13:49:12,systemUnknown
104,english,Learning AWS Amplify,https://www.linkedin.com/learning/learning-aws-amplify/build-apps-with-aws-using-the-amplify-cli,33,"//WATCHING ONLY
###sec0, 2, intro
0.1;skimmed; after using the CLI, you may not load up AWS in a browser anymore
0.2;skimmed; uses iOS, Swift and Xcode, CocoaPods, GraphQL

###sec1, 5, aws amplify with cls
1.1;2020-05-09 01:53:38; https://www.linkedin.com/learning/learning-aws-amplify/introduction-to-amplify; open-source library to build cloud-powered apps, `https://docs.amplify.aws`, website is completely reorganized, e.g. doesn't have ToolChain
1.2;2020-05-09 02:06:58;https://www.linkedin.com/learning/learning-aws-amplify/aws-account-and-console; `https://aws.amazon.com`, AWS Lambda, AWS Free Tier, got account
1.3;2020-05-28 23:29:51;https://www.linkedin.com/learning/learning-aws-amplify/amplify-principles; overview: https://github.com/aws-amplify/amplify-js/wiki, opinionated implementation with escape hatches, declarative actions (just sort), cascading service (different databases as you scale), JSON
1.4;2020-05-28 23:37:54;https://www.linkedin.com/learning/learning-aws-amplify/amplify-toolchain; https://github.com/aws-amplify/amplify-cli, `amplify init`, 
1.5;2020-05-28 23:41:39;https://www.linkedin.com/learning/learning-aws-amplify/aws-amplify-cli-installation; installs node, configured account

##sec2, 7, amplified react app
2.1;2020-05-28 23:46:33;https://www.linkedin.com/learning/learning-aws-amplify/react-app-creation-and-configuration; uses `npx create-react-app`
2.2;2020-07-07 05:25:16;https://www.linkedin.com/learning/learning-aws-amplify/initialize-project-with-amplify; `amplify status`, Amazon Cognito: Simple and Secure User Sign-Up, Sign-In, and Access Control, `amplify push`, CloudFormation, Stacks, Identity Pool, pinpoints, back to terminal, amplify/backend
//TODO: continue

##sec3, 6, mobile app features

##sec4, 7, GraphQL

##sec5, 5, file storage

##sec6, 1, next",4.92,2020-02,"$info=working through this, next is Amplify overview, soon is create React on AWS;$kind=/cloud/watch/wk/",2020-05-07 13:55:36,systemUnknown
105,english,Building React and Django Apps,https://www.linkedin.com/learning/building-react-and-django-apps/create-a-full-stack-react-app-with-django-rest-framework,33,"##sec0, 3, intro

##sec1, 4, django/react base app

##sec2, 8, django/react advanced

##sec3, 7, form component and axios

##sec4, 4, hooks and high-order components

##sec5, 7, testing",4.943,2019-12,$info=interesting combination of React and Django,2020-05-07 14:08:00,systemUnknown
106,english,React: Building Progressive Web Apps (PWAs),https://www.linkedin.com/learning/react-building-progressive-web-apps-pwas/build-a-resilient-progressive-web-app-with-react,,"##sec0, 2, intro

##sec1, 1, PWAs

##sec2, 5, create react app

##sec3, 4, Lighthouse

##sec4, 6, PWA features

##sec5, 1, next",4.73,2019-06,,2020-05-07 14:44:33,systemUnknown
107,spanish,Creación de PWAs con Polymer y React,https://www.linkedin.com/learning/react-y-polymer-desarrollo-de-aplicacion-web-progresiva/creacion-de-pwas-con-polymer-y-react,31,"##sec0, 1, intro

##sec1, 6, polymer setup

##sec2, 7, more polymer

##sec3, 4, then react

##sec4, 8, make site

##sec5, 5, PWA",4.792,2020-02,$info=seems to be more about polymer but interesting,2020-05-07 17:19:25,systemUnknown
108,spanish,React native práctico,https://www.linkedin.com/learning/react-native-practico-aplicacion-movil-de-usuario-para-gestion-deportiva/bienvenida-al-curso-de-react-native,28,"###info
// project: reactnative22

##sec0, 1, intro
0.1;skimmed

##sec1, 7, installation
1.1;2020-05-07 19:55:56;https://www.linkedin.com/learning/react-native-practico-aplicacion-movil-de-usuario-para-gestion-deportiva/que-es-react-native; mostró el sitio de documentación React Native
1.2;2020-05-07 20:45:26;https://www.linkedin.com/learning/react-native-practico-aplicacion-movil-de-usuario-para-gestion-deportiva/uso-de-ejercicios-del-curso-de-react-native;todo el código está en este repositorio: `https://github.com/yacafx/in-react-native-mi-liga`
1.3;2020-05-07 20:53:48;https://www.linkedin.com/learning/react-native-practico-aplicacion-movil-de-usuario-para-gestion-deportiva/instalacion-de-react-native-y-tu-primera-app; `npm list -g --depth=0`,`npm uninstall -g create-react-app`,`npx create-react-native-app reactnative22`
1.4;2020-05-08 03:28:48;https://www.linkedin.com/learning/react-native-practico-aplicacion-movil-de-usuario-para-gestion-deportiva/ejecucion-de-una-app-de-react-native; `npm start`, d for developer menu, another video (https://www.youtube.com/watch?v=_CBYbEGvxYY) installed with `--typescript`, upgrading node from v11.15.0 to v14.2.0, GenyMotion as Android emulator but only trial, dpod didn't work, error: `Error: Cannot find module 'C:\edward\nodewebs\n29900_tech\node_modules\sqlite3\lib\binding\node-v83-win32-x64\node_sqlite3.node'`, had ""sqlite3"": ""^4.0.6"", now 4.2.0, fixed it, `npm run android` didn't work, `npm run web` opens metro bundler, was able to access computer via smartphone: http://192.168.2.104/run for example, installed expo app
1.5;2020-05-08 05:33:17;https://www.linkedin.com/learning/react-native-practico-aplicacion-movil-de-usuario-para-gestion-deportiva/kits-de-componentes-para-react-native; React Native Elements, Native Base, `npm i react-native-elements`
1.6;2020-05-08 10:31:03;https://www.linkedin.com/learning/react-native-practico-aplicacion-movil-de-usuario-para-gestion-deportiva/probar-tu-aplicacion-en-tu-dispositivo-movil;starting again: `npm run web` which works with QR-code, Sergio dice que instale Next Code pero no puedo encontrarlo
1.7;2020-05-08 11:11:13;https://www.linkedin.com/learning/react-native-practico-aplicacion-movil-de-usuario-para-gestion-deportiva/react-native-y-visual-studio-code; muestra cómo reemplazar settings.json con su configuración

##sec2, 6, components

##sec3, 5, build app, with debuggings

##sec4, 4, styles etc.

##sec5, 5, more features of app, online/offline

###VOCAB********************************************************
algunos comportamientos
some behaviors

podrás darte cuenta
you will realize

el juego de teclas
the key combination

se van a instalar
they are going to be installed

para que puedes instalar
in order to install

pr. site.com/example
dee-ahg-oh-NAHL

que más te convenga
that suits you best

mientras tanto
in the meantime

más adelante
later

así que si necesitas probar
so if you need to try

tendrás que ir
you will have to go

para que sepas en dónde descargar
so you know where to download

puesto que podía ir al trabajo
since I could go to work

así que vamos al navegador
so let's go to the browser

pr. URL
oo air ELL-ay

pr. QR
koo AIR-ay

dispositivo móvil
mobile device

asegúrate que tu
make sure that you

los siguentes pasos
the following steps

de esta forma
thus

podrás darte cuenta
you will realize

dado que es un
since it is a

tarea de diseño
design task

terceros
third parties

veas cómo
see how

esta la podrás encontrar
you can find this

detener y volver
stop and come back

ubicarlo
locate it

ahora que este proceso ha terminado
now that this process is over

pr. npm start
EN-eh pay EM-eh

un modo de pruebas
a testing mode

pr. la extensión .js
/CH/OH-ta ESS-ay

estaremos trabajando con
we will be working with

esto va descargar los archivos
this will download the files

así pulsamos Enter
so we press Enter

the hyphen
el guion

pr. -g
GHEE-oh hey

si deseas agregar un nombre nuevo
if you want to add a new name

flujos de trabajo
workflows

el cual es una
which is a

esto quiere decir que
this means that

esto quiere decir que
this means that

por lo cual
whereby

indagar
inquire

enfocado en
focused on

para lo cual
for which

alguna duda
any questions

puesto que acqí
since here

como fue ideada
how it was devised

podrás encontrar
you can find

conlleva hacer una aplicación
entails making an application

que has tomado
that have you taken

para llevarla
to carry it

pedidos de comida
food orders

que tenemos en pantalla
that we have on the screen

llevó a pensar
it led to think

como puedes darte cuenta
how can you tell

poderosa
powerful

bastará
it will be enough

aunque también
but also

o deseas trabaja
or want to work

necesitas tener cuidado
you need to be careful

que tenemos para ti
what we have for you

vayas a tu terminal
go to your terminal",4.99,2018-11,"$info=great course, first section finished and working on smartphone, continue on",2020-05-07 17:25:38,systemUnknown
